Environment,Physical Server,Servername,Logical Environment,Logical Environment Abbiv.,Purpose,IP Address / Ports for Database,DNS Name,Virtual IP Address,,KHBE Environment Instance Name,"Data 
Contained",Internet Connectivity
Training,TRN-APP-3,HFSNE121-037219,Training 4,TRN4,,172.26.128.192,trn4.kyserve.chfsinet.ky.gov,,,,,No
Training,TRN-APP-3,HFSNE121-037219,Training 5,TRN5,,172.26.128.177,trn5.kyserve.chfsinet.ky.gov,,,,,No
Training,TRN-BIZTALK-1,HFSSD121-03760,BizTalk Training Environment,TRBT,,,,,,,,No
Training,TRN-BIZTALK-2,HFSSD121-03761,BizTalk Training Environment,TRBT,,,,,,,,No
Training,TRN-FORMS-1,HFSNE121-037044,Training 1,TRN1,,172.26.129.135,trn1.kyforms.chfsinet.ky.gov,,,,,No
Training,TRN-FORMS-1,HFSNE121-037044,Training 2,TRN2,,172.26.129.136,trn2.kyforms.chfsinet.ky.gov,,,,,No
Training,TRN-FORMS-1,HFSNE121-037044,Training 3,TRN3,,172.26.129.137,trn3.kyforms.chfsinet.ky.gov,,,,,No
Training,TRN-FORMS-1,HFSNE121-037044,Training 4,TRN4,,172.26.129.138,trn4.kyforms.chfsinet.ky.gov,,,,,No
Training,TRN-FORMS-1,HFSNE121-037044,Training 5,TRN5,,172.26.129.134,trn5.kyforms.chfsinet.ky.gov,,,,,No
Training,TRN-REPORTING-WI-2,,,,,,,,,,,No
Training,TRN-WEB-REPORTING-1,,,,,,,,,,,No
Training,TRN-WEB-REPORTING-2,,,,,,,,,,,No
Training,TRN-RULES-1,HFSNE121-037046,Training 1,TRN1,,172.26.129.145,trn1.kyrules.chfsinet.ky.gov,172.26.129.191,,,,No
Training,TRN-RULES-1,HFSNE121-037046,Training 2,TRN2,,172.26.129.146,trn2.kyrules.chfsinet.ky.gov,172.26.129.192,,,,No
Training,TRN-RULES-1,HFSNE121-037046,Training 3,TRN3,,172.26.129.147,trn3.kyrules.chfsinet.ky.gov,172.26.129.193,,,,No
Training,TRN-RULES-1,HFSNE121-037046,Training 4,TRN4,,172.26.129.148,trn4.kyrules.chfsinet.ky.gov,172.26.129.194,,,,No
Training,TRN-RULES-1,HFSNE121-037046,Training 1,TRN1,,172.26.129.199,TRN1.kyservices.chfsinet.ky.gov,172.26.129.195,,,,No
Training,TRN-RULES-1,HFSNE121-037046,Training 2,TRN2,,172.26.129.200,TRN2.kyservices.chfsinet.ky.gov,172.26.129.196,,,,No
Training,TRN-RULES-1,HFSNE121-037046,Training 3,TRN3,,172.26.129.201,TRN3.kyservices.chfsinet.ky.gov,172.26.129.197,,,,No
Training,TRN-RULES-1,HFSNE121-037046,Training 4,TRN4,,172.26.129.202,TRN4.kyservices.chfsinet.ky.gov,172.26.129.198,,,,No
Training,TRN-RULES-1,HFSNE121-037046,Training 5,TRN5,,172.26.129.144,trn5.kyservices.chfsinet.ky.gov,172.26.127.120,,,,No
Training,TRN-RULES-1,HFSNE121-037046,Training 5,TRN5,,172.26.127.122,trn5.kyrules.chfsinet.ky.gov,172.26.127.121,,,,No
Training,TRN-RULES-2,HFSNE121-037049,Training 1,TRN1,,172.26.129.149,trn1.kyrules.chfsinet.ky.gov,,,,,No
Training,TRN-RULES-2,HFSNE121-037049,Training 2,TRN2,,172.26.129.150,trn2.kyrules.chfsinet.ky.gov,,,,,No
Training,TRN-RULES-2,HFSNE121-037049,Training 3,TRN3,,172.26.129.151,trn3.kyrules.chfsinet.ky.gov,,,,,No
Training,TRN-RULES-2,HFSNE121-037049,Training 4,TRN4,,172.26.129.152,trn4.kyrules.chfsinet.ky.gov,,,,,No
Training,TRN-RULES-2,HFSNE121-037049,Training 1,TRN1,,172.26.129.203,TRN1.kyservices.chfsinet.ky.gov,,,,,No
Training,TRN-RULES-2,HFSNE121-037049,Training 2,TRN2,,172.26.129.204,TRN2.kyservices.chfsinet.ky.gov,,,,,No
Training,TRN-RULES-2,HFSNE121-037049,Training 3,TRN3,,172.26.129.205,TRN3.kyservices.chfsinet.ky.gov,,,,,No
Training,TRN-RULES-2,HFSNE121-037049,Training 4,TRN4,,172.26.129.206,TRN4.kyservices.chfsinet.ky.gov,,,,,No
Training,TRN-RULES-2,HFSNE121-037049,Training 5,TRN5,,172.26.129.155,trn5.kyservices.chfsinet.ky.gov,,,,,No
Training,TRN-RULES-2,HFSNE121-037049,Training 5,TRN5,,172.26.127.123,trn5.kyrules.chfsinet.ky.gov,,,,,No
Training,TRN-DB,HFSNE121-037047,Training 1,TRN1,,,,,,,,No
Training,TRN-DB,HFSNE121-037047,Training 2,TRN2,,,,,,,,No
Training,TRN-DB,HFSNE121-037047,Training 3,TRN3,,,,,,,,No
Training,TRN-DB,HFSNE121-037047,Training 4,TRN4,,,,,,,,
Training,TRN-MCI-WRAPPER-1,HFSNE121-037206,,,,172.26.131.105,trn.kymci.chfsinet.ky.gov,,,,,
Training,TRN-MCI-WRAPPER-1,HFSNE121-037206,,,,172.26.131.155,train.kyprovmci.chfsinet.ky.gov,,,,,No
Training,TRN-REPORTING-DB,,Training,TRN,,,,,,,,Yes
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing Stage 1,STU1,,172.26.129.24,stu1.kyenroll.ky.gov,205.204.197.10,,,,Yes
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing 1,UAT1,,172.26.129.29,uat1.kynect.ky.gov,205.204.197.13,,,,Yes
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing 2,UAT2,,172.26.129.30,uat2.kynect.ky.gov,205.204.197.14,,,,Yes
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing 3,UAT3,,172.26.129.31,uat3.kynect.ky.gov,205.204.197.15,,,,Yes
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing 4,UAT4,,172.26.128.221,uat4.kyenroll.ky.gov,205.204.197.69,,,,Yes
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,Performance Testing  ,PERF,,172.26.129.33,perf.kyenroll.ky.gov,205.204.197.17,,,,Yes
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,WEBAPI,UAT,,172.26.129.237,uat.webapi.kynect.ky.gov,205.204.197.49,,,,Yes
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,WEBAPI,PERF,,172.26.129.238,perf.webapi.kynect.ky.gov,205.204.197.50,,,,Yes
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing 1,UAT1,,172.26.128.196,uat1.kywaiver.ky.gov,205.204.197.66,,,,Yes
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing 2,UAT2,,172.26.128.197,uat2.kywaiver.ky.gov,205.204.197.67,,,,Yes
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing 3,UAT3,,172.26.128.198,uat3.kywaiver.ky.gov,205.204.197.68,,,,Yes
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing 4,UAT4,,172.26.128.222,uat4.kywaiver.ky.gov,205.204.197.70,,,,No
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,Performance Testing  ,PRFS,,172.26.128.199,perf.kywaiver.chfsinet.ky.gov,172.26.128.200,,,,Yes
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing 1,UAT 1,,172.26.129.28,uat1.kyissuer.ky.gov,205.204.197.72,,,,Yes
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing 2,UAT 2,,172.26.129.32,uat2.kyissuer.ky.gov,205.204.197.73,,,,Yes
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,Performance Testing  ,PERF,,172.26.129.76,perf.kyissuer.ky.gov,205.204.197.16,,,,No
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,Performance Testing  ,PERF,,172.26.126.14,perf.kyshop.chfsinet.ky.gov,172.26.126.11,,,,No
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,Performance Testing  ,PERF,,172.26.126.15,perf.kyshopping.chfsinet.ky.gov,172.26.126.12,,,,no
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,Performance Testing  ,PERF,,172.26.126.16,perf.kyplans.chfsinet.ky.gov,172.26.126.13,,,,Yes
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing 1,UAT1,,172.26.126.17,uat1.kyshop.ky.gov,205.204.197.74,,,,Yes
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing 1,UAT1,,172.26.126.18,uat1.kyshopping.ky.gov,205.204.197.75,,,,Yes
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing 1,UAT1,,172.26.126.19,uat1.kyplans.ky.gov,205.204.197.76,,,,Yes
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing 2,UAT2,,172.26.126.20,uat2.kyshop.ky.gov,205.204.197.77,,,,Yes
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing 2,UAT2,,172.26.126.21,uat2.kyshopping.ky.gov,205.204.197.78,,,,Yes
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing 2,UAT2,,172.26.126.22,uat2.kyplans.ky.gov,205.204.197.79,,,,Yes
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing 3,UAT3,,172.26.126.23,uat3.kyshop.ky.gov,205.204.197.80,,,,Yes
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing 3,UAT3,,172.26.126.24,uat3.kyshopping.ky.gov,205.204.197.81,,,,Yes
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing 3,UAT3,,172.26.126.25,uat3.kyplans.ky.gov,205.204.197.82,,,,Yes
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing 4,UAT4,,172.26.126.26,uat4.kyshop.ky.gov,205.204.197.83,,,,Yes
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing 4,UAT4,,172.26.126.27,uat4.kyshopping.ky.gov,205.204.197.84,,,,Yes
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing 4,UAT4,,172.26.126.28,uat4.kyplans.ky.gov,205.204.197.85,,,,Yes
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing 3,UAT3,,172.26.126.130,uat3.kyissuer.ky.gov,205.204.197.87,,,,Yes
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing 4,UAT4,,172.26.126.131,uat4.kyissuer.ky.gov,205.204.197.88,,,,Yes
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,Performance Testing 2,PERF2,,172.26.126.190,perf2.kynect.ky.gov,205.204.197.92,,,,
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing,UAT,,172.26.127.19,uat.webapi.kyshop.ky.gov,205.204.197.113,,,,
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing,UAT,,172.26.127.20,uat.webapi.kyshopping.ky.gov ,205.204.197.114,,,,
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing 2,UAT2,,172.26.127.21,uat2.webapi.kynect.ky.gov,205.204.197.115,,,,
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing 2,UAT2,,172.26.127.22,uat2.webapi.kyshop.ky.gov,205.204.197.116,,,,
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing 2,UAT2,,172.26.127.23,uat2.webapi.kyshopping.ky.gov,205.204.197.117,,,,
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing 1,UAT1,,172.26.127.50,uat1.kyagent.ky.gov,205.204.197.119,,,,
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing 2,UAT2,,172.26.127.51,uat2.kyagent.ky.gov,205.204.197.120,,,,
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing 3,UAT3,,172.26.127.52,uat3.kyagent.ky.gov,205.204.197.121,,,,
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing 4,UAT4,,172.26.127.53,uat4.kyagent.ky.gov,205.204.197.122,,,,
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,Performace Testing,PERF,,172.26.127.54,perf.kyagent.ky.gov,172.26.127.49,,,,
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,Performace Testing,PERF,,172.26.127.83,perf.webapi.kyshop.chfsinet.ky.gov,172.26.127.80,,,,
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,Performace Testing,PERF,,172.26.127.84,perf.webapi.kyshopping.chfsinet.ky.gov,172.26.127.81,,,,
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,Performace Testing,PERF,,172.26.127.85,perf.webapi.kyplans.chfsinet.ky.gov,172.26.127.82,,,,Yes
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing Stage 2,UAT2,,172.26.127.177,stu2.kynect.ky.gov,205.204.197.58,,,,
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing Stage 2,UAT2,,172.26.127.178,stu2.kywaiver.ky.gov,205.204.197.150,,,,
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing Stage 2,UAT2,,172.26.127.179,stu2.kyagent.ky.gov,205.204.197.57,,,,
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing Stage 2,UAT2,,172.26.127.180,stu2.kyissuer.ky.gov,205.204.197.71,,,,
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing Stage 2,UAT2,,172.26.127.181,stu2.kyshop.ky.gov,205.204.197.148,,,,
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing Stage 2,UAT2,,172.26.127.182,stu2.kyshopping.ky.gov,205.204.197.149,,,,
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing Stage 2,UAT2,,172.26.127.183,stu2.kyplans.ky.gov ,205.204.197.147,,,,
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,Performace Testing,PERF,,172.26.129.11,perf.form1095.chfsinet.ky.gov,172.26.128.134,,,,
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing Stage 1,STU1,,172.26.127.228,stu1.kynect.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing Stage 1,STU1,,172.26.127.229,stu1.kywaiver.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing Stage 1,STU1,,172.26.127.230,stu1.kyagent.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing Stage 1,STU1,,172.26.127.231,stu1.kyissuer.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing Stage 1,STU1,,172.26.127.232,stu1.kyshop.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing Stage 1,STU1,,172.26.127.233,stu1.kyshopping.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing Stage 1,STU1,,172.26.127.234,stu1.kyplans.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-1,HFSNE121-037060,User Acceptance Testing Stage 1,STU1,,172.23.127.235,stu1.form1095.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing Stage 1,STU1,,172.26.129.34,stu1.kyenroll.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing 1,UAT1,,172.26.129.37,uat1.kynect.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing 2,UAT2,,172.26.129.38,uat2.kynect.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing 3,UAT3,,172.26.129.39,uat3.kynect.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing 4,UAT4,,172.26.128.223,uat4.kyenroll.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,Performance Testing  ,PERF,,172.26.129.41,perf.kyenroll.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,WEBAPI,UAT,,172.26.129.239,uat.webapi.kynect.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,WEBAPI,PERF,,172.26.129.240,perf.webapi.kynect.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing 1,UAT1,,172.26.128.201,uat1.kywaiver.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing 2,UAT2,,172.26.128.202,uat2.kywaiver.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing 3,UAT3,,172.26.128.203,uat3.kywaiver.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing 4,UAT4,,172.26.128.224,uat4.kywaiver.ky.gov,,,,,No
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,Performance Testing  ,PRFS,,172.26.128.204,perf.kywaiver.chfsinet.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing 1,UAT 1,,172.26.129.36,uat1.kyissuer.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing 2,UAT 2,,172.26.129.40,uat2.kyissuer.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,Performance Testing  ,PERF,,172.26.129.84,perf.kyissuer.ky.gov,,,,,No
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,Performance Testing  ,PERF,,172.26.126.29,perf.kyshop.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,Performance Testing  ,PERF,,172.26.126.30,perf.kyshopping.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,Performance Testing  ,PERF,,172.26.126.31,perf.kyplans.chfsinet.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing 1,UAT1,,172.26.126.32,uat1.kyshop.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing 1,UAT1,,172.26.126.33,uat1.kyshopping.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing 1,UAT1,,172.26.126.34,uat1.kyplans.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing 2,UAT2,,172.26.126.35,uat2.kyshop.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing 2,UAT2,,172.26.126.36,uat2.kyshopping.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing 2,UAT2,,172.26.126.37,uat2.kyplans.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing 3,UAT3,,172.26.126.38,uat3.kyshop.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing 3,UAT3,,172.26.126.39,uat3.kyshopping.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing 3,UAT3,,172.26.126.40,uat3.kyplans.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing 4,UAT4,,172.26.126.41,uat4.kyshop.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing 4,UAT4,,172.26.126.42,uat4.kyshopping.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing 4,UAT4,,172.26.126.43,uat4.kyplans.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing 3,UAT3,,172.26.126.132,uat3.kyissuer.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing 4,UAT4,,172.26.126.133,uat4.kyissuer.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,Performance Testing 2,PERF2,,172.26.126.191,perf2.kynect.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing,UAT,,172.26.127.24,uat.webapi.kyshop.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing,UAT,,172.26.127.25,uat.webapi.kyshopping.ky.gov ,,,,,
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing 2,UAT2,,172.26.127.26,uat2.webapi.kynect.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing 2,UAT2,,172.26.127.27,uat2.webapi.kyshop.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing 2,UAT2,,172.26.127.28,uat2.webapi.kyshopping.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing 1,UAT1,,172.26.127.55,uat1.kyagent.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing 2,UAT2,,172.26.127.56,uat2.kyagent.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing 3,UAT3,,172.26.127.57,uat3.kyagent.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing 4,UAT4,,172.26.127.58,uat4.kyagent.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,Performace Testing,PERF,,172.26.127.59,perf.kyagent.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,Performace Testing,PERF,,172.26.127.86,perf.webapi.kyshop.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,Performace Testing,PERF,,172.26.127.87,perf.webapi.kyshopping.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,Performace Testing,PERF,,172.26.127.88,perf.webapi.kyplans.chfsinet.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing Stage 2,UAT2,,172.26.127.184,stu2.kynect.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing Stage 2,UAT2,,172.26.127.185,stu2.kywaiver.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing Stage 2,UAT2,,172.26.127.186,stu2.kyagent.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing Stage 2,UAT2,,172.26.127.187,stu2.kyissuer.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing Stage 2,UAT2,,172.26.127.188,stu2.kyshop.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing Stage 2,UAT2,,172.26.127.189,stu2.kyshopping.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing Stage 2,UAT2,,172.26.127.190,stu2.kyplans.ky.gov ,,,,,
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,Performace Testing,PERF,,172.26.129.12,perf.form1095.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing Stage 1,STU1,,172.26.127.236,stu1.kynect.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing Stage 1,STU1,,172.26.127.237,stu1.kywaiver.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing Stage 1,STU1,,172.26.127.238,stu1.kyagent.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing Stage 1,STU1,,172.26.127.239,stu1.kyissuer.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing Stage 1,STU1,,172.26.127.240,stu1.kyshop.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing Stage 1,STU1,,172.26.127.241,stu1.kyshopping.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing Stage 1,STU1,,172.26.127.242,stu1.kyplans.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-2,HFSNE121-037061,User Acceptance Testing Stage 1,STU1,,172.26.127.243,stu1.form1095.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing Stage 1,STU1,,172.26.129.42,stu1.kyenroll.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing 1,UAT1,,172.26.129.45,uat1.kynect.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing 2,UAT2,,172.26.129.46,uat2.kynect.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing 3,UAT3,,172.26.129.47,uat3.kynect.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing 4,UAT4,,172.26.128.225,uat4.kyenroll.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,Performance Testing  ,PERF,,172.26.129.49,perf.kyenroll.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,WEBAPI,UAT,,172.26.129.241,uat.webapi.kynect.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,WEBAPI,PERF,,172.26.129.242,perf.webapi.kynect.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing 1,UAT1,,172.26.128.205,uat1.kywaiver.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing 2,UAT2,,172.26.128.206,uat2.kywaiver.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing 3,UAT3,,172.26.128.207,uat3.kywaiver.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing 4,UAT4,,172.26.128.226,uat4.kywaiver.ky.gov,,,,,No
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,Performance Testing  ,PRFS,,172.26.128.208,perf.kywaiver.chfsinet.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing 1,UAT 1,,172.26.129.44,uat1.kyissuer.ky.gov,,,,,Yes
User Acceptance Testing,UAT-WEB-3,HFSNE121-037062,User Acceptance Testing 2,UAT 2,,172.26.129.48,uat2.kyissuer.ky.gov,,,,,Yes
